번호,제목,저자,출판사,출판일
83,An Interactive 3D Interface for a Virtual Ceramic Art Work Environment,"Korida, K.; Nishino, H.; Utsumiya, K.",IEEE Computer Society,1997
84,Virtual Notepad: Handwriting in Immersive VR,"Poupyrev, I.;Tomokazu, N.;Weghorst, S.",IEEE Computer Society,1998
85,Priority Round-robin Scheduling for Very Large Virtual Environments,"Faisstnauer, C.;Schmalstieg, D.;Purgathofer, W.",IEEE,2000
86,Distributed Virtual Reality Using Octopus,"Hartling, P.;Just, C.;Cruz-Neira, C.",IEEE,2001
87,"""KhepOnTheWeb"": An Experimental Demonstrator in Telerobotics and Virtual Reality","Michel, O.; Saucy, P.; Mondada, F.",IEEE Computer Society,1997
88,The QUICK Framework for Task-specific Asset Prioritization in Distributed Virtual Environments,"Capps, M. V.",IEEE,2000
89,Animated Interactive Fiction: Storytelling by a Conversational Virtual Actor,"Piesk, J.; Trogemann, G.",IEEE Computer Society,1997
90,Using the Virtual World to Improve Quality of Life in the Real World,"Hodges, L.",IEEE,2001
91,Multilevel Deformation Model Applied to Hand Simulation for Virtual Actors,"Moccozet, L.; Magnenat Thalmann, N.",IEEE Computer Society,1997
92,A Virtual Environment for Learning to Pilot Remotely Operated Vehicles,"Pioch, N. J.; Roberts, B.; Zeltzer, D.",IEEE Computer Society,1997
93,Training in Virtual Environments: Analysis of Task Appropriateness,"Philbin, D. A.;Ribarsky, W.;Walker, N.;Hubbard, C. E.",IEEE Computer Society,1998
94,"A Six DOF Haptic Interface for Medical Virtual Reality Applications: Design, Control and Human Factors","Benali, A.;Richard, P.;Bidaud, P.",IEEE,2000
95,A Collaborative Virtual Environment for Industrial Training,"de Oliveira, J. C.;Shirmohammadi, S.;Georganas, N. D.",IEEE,2000
96,Tethering and Reattachment in Collaborative Virtual Environments,"Wernert, E. A.;Hanson, A. J.",IEEE,2000
97,Virtual Interaction - Tools for Robotic Manipulation in the Real World,"Kesavadas, T.",unknown,1995
98,Automated Creation of Movie Summaries in Interactive Virtual Environments,"Friedman, D.; Feldman, Y.; Shamir, A.; Dagan, T.","IEEE,",2004
99,Teaching Virtual Reality: When and How?,"Darken, R.; Burdea, G.; Sherman, W.; Stone, R.","IEEE,",2004
100,Testbed Evaluation of Navigation and Text Display Techniques in an Information-Rich Virtual Environment,"Chen, J.; Pyla, P.; Bowman, D.","IEEE,",2004
